grasspea,faba,medicago,pea
LATSA3860_EIv1.0_0512430,Vfaba.Hedin2.R1.5g115920,MtrunA17_Chr7g0259331,Psat3g066280
LATSA3860_EIv1.0_0512510,Vfaba.Hedin2.R1.3g183000,MtrunA17_Chr1g0161431,Psat6g046000
LATSA3860_EIv1.0_0512570,Vfaba.Hedin2.R1.2g064880,MtrunA17_Chr3g0108631,Psat5g145240
LATSA3860_EIv1.0_0512620,Vfaba.Hedin2.R1.2g065040,MtrunA17_Chr3g0108681,Psat5g146400
LATSA3860_EIv1.0_0513110,Vfaba.Hedin2.R1.6g074040,MtrunA17_Chr4g0041121,Psat7g165360
LATSA3860_EIv1.0_0513720,Vfaba.Hedin2.R1.6g181160,MtrunA17_Chr8g0388881,Psat7g022080
LATSA3860_EIv1.0_0513910,Vfaba.Hedin2.R1.4g218560,MtrunA17_Chr4g0072591,Psat4g011360
LATSA3860_EIv1.0_0513950,Vfaba.Hedin2.R1.2g076160,MtrunA17_Chr3g0113231,Psat5g126680
LATSA3860_EIv1.0_0514060,Vfaba.Hedin2.R1.6g129320,MtrunA17_Chr8g0378041,Psat7g075280
LATSA3860_EIv1.0_0514090,Vfaba.Hedin2.R1.6g129280,MtrunA17_Chr8g0378031,Psat7g075240
LATSA3860_EIv1.0_0514110,Vfaba.Hedin2.R1.6g129200,MtrunA17_Chr8g0377991,Psat7g076000
LATSA3860_EIv1.0_0514220,Vfaba.Hedin2.R1.2g005520,MtrunA17_Chr3g0078601,Psat5g230080
LATSA3860_EIv1.0_0514300,Vfaba.Hedin2.R1.2g028040,MtrunA17_Chr3g0091741,Psat5g201000
LATSA3860_EIv1.0_0514420,Vfaba.Hedin2.R1.4g159920,MtrunA17_Chr4g0059791,Psat4g054520
LATSA3860_EIv1.0_0514470,Vfaba.Hedin2.R1.4g159840,MtrunA17_Chr4g0059771,Psat4g054640
LATSA3860_EIv1.0_0514480,Vfaba.Hedin2.R1.1g073600,MtrunA17_Chr2g0318031,Psat5g245760
LATSA3860_EIv1.0_0514500,Vfaba.Hedin2.R1.1g073640,MtrunA17_Chr2g0318011,Psat5g245680
LATSA3860_EIv1.0_0514620,Vfaba.Hedin2.R1.3g106280,MtrunA17_Chr1g0196651,Psat6g170280
LATSA3860_EIv1.0_0514640,Vfaba.Hedin2.R1.3g106200,MtrunA17_Chr1g0196631,Psat6g170160
LATSA3860_EIv1.0_0514650,Vfaba.Hedin2.R1.3g106120,MtrunA17_Chr1g0196621,Psat0s3951g0040
LATSA3860_EIv1.0_0514680,Vfaba.Hedin2.R1.4g119680,MtrunA17_Chr8g0373491,Psat4g092040
LATSA3860_EIv1.0_0514770,Vfaba.Hedin2.R1.1g296320,MtrunA17_Chr2g0303951,Psat1g020160
LATSA3860_EIv1.0_0514910,Vfaba.Hedin2.R1.1g427560,MtrunA17_Chr2g0295361,Psat1g156360
LATSA3860_EIv1.0_0515050,Vfaba.Hedin2.R1.4g128480,MtrunA17_Chr4g0053801,Psat4g084600
LATSA3860_EIv1.0_0515280,Vfaba.Hedin2.R1.6g114880,MtrunA17_Chr4g0046711,Psat7g115560
LATSA3860_EIv1.0_0515360,Vfaba.Hedin2.R1.6g113400,MtrunA17_Chr4g0047041,Psat7g115360
LATSA3860_EIv1.0_0515510,Vfaba.Hedin2.R1.5g018200,MtrunA17_Chr7g0224541,Psat3g167400
LATSA3860_EIv1.0_0515750,Vfaba.Hedin2.R1.2g219520,MtrunA17_Chr3g0144971,Psat5g005480
LATSA3860_EIv1.0_0515870,Vfaba.Hedin2.R1.1g422320,MtrunA17_Chr2g0296621,Psat1g151240
LATSA3860_EIv1.0_0515990,Vfaba.Hedin2.R1.2g042880,MtrunA17_Chr3g0099131,Psat5g178120
LATSA3860_EIv1.0_0516220,Vfaba.Hedin2.R1.3g179160,MtrunA17_Chr1g0162701,Psat6g097400
LATSA3860_EIv1.0_0516320,Vfaba.Hedin2.R1.1g447160,MtrunA17_Chr2g0289701,Psat1g176120
LATSA3860_EIv1.0_0516340,Vfaba.Hedin2.R1.1g447120,MtrunA17_Chr2g0289711,Psat1g176280
LATSA3860_EIv1.0_0516350,Vfaba.Hedin2.R1.1g447080,MtrunA17_Chr2g0289721,Psat1g176240
LATSA3860_EIv1.0_0516400,Vfaba.Hedin2.R1.2g219840,MtrunA17_Chr3g0145061,Psat5g004080
LATSA3860_EIv1.0_0516430,Vfaba.Hedin2.R1.Ung046400,MtrunA17_Chr2g0291061,Psat1g171240
LATSA3860_EIv1.0_0516440,Vfaba.Hedin2.R1.1g442480,MtrunA17_Chr2g0291031,Psat1g171320
LATSA3860_EIv1.0_0516470,Vfaba.Hedin2.R1.1g442560,MtrunA17_Chr2g0290991,Psat1g171400
LATSA3860_EIv1.0_0516810,Vfaba.Hedin2.R1.6g179000,MtrunA17_Chr8g0388301,Psat7g024400
LATSA3860_EIv1.0_0516840,Vfaba.Hedin2.R1.6g179080,MtrunA17_Chr8g0388281,Psat7g025000
LATSA3860_EIv1.0_0517370,Vfaba.Hedin2.R1.5g103160,MtrunA17_Chr7g0256711,Psat3g076440
LATSA3860_EIv1.0_0517510,Vfaba.Hedin2.R1.3g059960,MtrunA17_Chr1g0184101,Psat6g055440
LATSA3860_EIv1.0_0517530,Vfaba.Hedin2.R1.4g215840,MtrunA17_Chr4g0053351,Psat0s3539g0080
LATSA3860_EIv1.0_0517560,Vfaba.Hedin2.R1.4g126400,MtrunA17_Chr4g0053291,Psat2g028760
LATSA3860_EIv1.0_0517710,Vfaba.Hedin2.R1.6g045040,MtrunA17_Chr4g0037701,Psat7g174160
LATSA3860_EIv1.0_0517760,Vfaba.Hedin2.R1.6g045120,MtrunA17_Chr4g0037681,Psat7g174240
LATSA3860_EIv1.0_0518000,Vfaba.Hedin2.R1.4g115440,MtrunA17_Chr8g0372391,Psat4g097040
LATSA3860_EIv1.0_0518010,Vfaba.Hedin2.R1.2g132680,MtrunA17_Chr3g0127231,Psat5g075240
LATSA3860_EIv1.0_0518030,Vfaba.Hedin2.R1.2g132520,MtrunA17_Chr3g0127211,Psat5g075360
LATSA3860_EIv1.0_0518450,Vfaba.Hedin2.R1.5g055560,MtrunA17_Chr7g0243881,Psat3g123520
LATSA3860_EIv1.0_0518570,Vfaba.Hedin2.R1.4g104040,MtrunA17_Chr8g0369251,Psat4g111200
LATSA3860_EIv1.0_0518610,Vfaba.Hedin2.R1.1g456360,MtrunA17_Chr2g0287251,Psat1g184800
LATSA3860_EIv1.0_0518780,Vfaba.Hedin2.R1.5g169440,MtrunA17_Chr7g0270481,Psat3g017600
LATSA3860_EIv1.0_0518800,Vfaba.Hedin2.R1.3g094280,MtrunA17_Chr1g0193491,Psat0s2843g0040
LATSA3860_EIv1.0_0518930,Vfaba.Hedin2.R1.5g002160,MtrunA17_Chr2g0334171,Psat5g307200
LATSA3860_EIv1.0_0519090,Vfaba.Hedin2.R1.2g153920,MtrunA17_Chr3g0131131,Psat5g048040
LATSA3860_EIv1.0_0519140,Vfaba.Hedin2.R1.4g157040,MtrunA17_Chr4g0059121,Psat0s43g0080
LATSA3860_EIv1.0_0519530,Vfaba.Hedin2.R1.1g330640,MtrunA17_Chr5g0419471,Psat2g131160
LATSA3860_EIv1.0_0519580,Vfaba.Hedin2.R1.1g440720,MtrunA17_Chr2g0292051,Psat1g168640
LATSA3860_EIv1.0_0520040,Vfaba.Hedin2.R1.Ung076720,MtrunA17_Chr7g0234321,Psat3g151240
LATSA3860_EIv1.0_0520130,Vfaba.Hedin2.R1.1g016160,MtrunA17_Chr7g0220281,Psat0s1025g0040
LATSA3860_EIv1.0_0520150,Vfaba.Hedin2.R1.1g016080,MtrunA17_Chr7g0220261,Psat3g203200
LATSA3860_EIv1.0_0520160,Vfaba.Hedin2.R1.1g016000,MtrunA17_Chr7g0220241,Psat3g203240
LATSA3860_EIv1.0_0520170,Vfaba.Hedin2.R1.1g015960,MtrunA17_Chr7g0220231,Psat3g203280
LATSA3860_EIv1.0_0520240,Vfaba.Hedin2.R1.1g023920,MtrunA17_Chr7g0222381,Psat3g188000
LATSA3860_EIv1.0_0520330,Vfaba.Hedin2.R1.3g194280,MtrunA17_Chr1g0146231,Psat6g037400
LATSA3860_EIv1.0_0520340,Vfaba.Hedin2.R1.3g194480,MtrunA17_Chr1g0146281,Psat6g037480
LATSA3860_EIv1.0_0520380,Vfaba.Hedin2.R1.4g046920,MtrunA17_Chr8g0347751,Psat4g213920
LATSA3860_EIv1.0_0520430,Vfaba.Hedin2.R1.3g025400,MtrunA17_Chr7g0227981,Psat6g120120
LATSA3860_EIv1.0_0520500,Vfaba.Hedin2.R1.4g127640,MtrunA17_Chr4g0053621,Psat4g084040
LATSA3860_EIv1.0_0520550,Vfaba.Hedin2.R1.Ung012960,MtrunA17_Chr4g0053681,Psat4g083920
LATSA3860_EIv1.0_0520640,Vfaba.Hedin2.R1.6g064840,MtrunA17_Chr4g0038111,Psat7g173280
LATSA3860_EIv1.0_0520680,Vfaba.Hedin2.R1.6g064880,MtrunA17_Chr4g0038101,Psat7g173240
LATSA3860_EIv1.0_0521430,Vfaba.Hedin2.R1.1g338640,MtrunA17_Chr5g0410531,Psat0s1431g0080
LATSA3860_EIv1.0_0521480,Vfaba.Hedin2.R1.1g338800,MtrunA17_Chr5g0410141,Psat2g139520
LATSA3860_EIv1.0_0521740,Vfaba.Hedin2.R1.2g247080,MtrunA17_Chr4g0004471,Psat7g251360
LATSA3860_EIv1.0_0522070,Vfaba.Hedin2.R1.1g459880,MtrunA17_Chr7g0217921,Psat3g199520
LATSA3860_EIv1.0_0522100,Vfaba.Hedin2.R1.1g010600,MtrunA17_Chr7g0217941,Psat3g199480
LATSA3860_EIv1.0_0522230,Vfaba.Hedin2.R1.1g177360,MtrunA17_Chr6g0461331,Psat1g091040
LATSA3860_EIv1.0_0522250,Vfaba.Hedin2.R1.Ung097520,MtrunA17_Chr1g0211841,Psat6g233280
LATSA3860_EIv1.0_0522270,Vfaba.Hedin2.R1.Ung097720,MtrunA17_Chr1g0211781,Psat6g233440
LATSA3860_EIv1.0_0522460,Vfaba.Hedin2.R1.3g015840,MtrunA17_Chr1g0168251,Psat6g107240
LATSA3860_EIv1.0_0522730,Vfaba.Hedin2.R1.1g228600,MtrunA17_Chr5g0431351,Psat2g054040
LATSA3860_EIv1.0_0522900,Vfaba.Hedin2.R1.2g220640,MtrunA17_Chr3g0145171,Psat5g004320
LATSA3860_EIv1.0_0523040,Vfaba.Hedin2.R1.6g120240,MtrunA17_Chr3g0102071,Psat7g122680
LATSA3860_EIv1.0_0523050,Vfaba.Hedin2.R1.3g163160,MtrunA17_Chr3g0102051,Psat7g123320
LATSA3860_EIv1.0_0523110,Vfaba.Hedin2.R1.6g023720,MtrunA17_Chr4g0026701,Psat7g142720
LATSA3860_EIv1.0_0523250,Vfaba.Hedin2.R1.Ung072440,MtrunA17_Chr7g0273521,Psat3g008960
LATSA3860_EIv1.0_0523380,Vfaba.Hedin2.R1.5g027240,MtrunA17_Chr7g0230141,Psat3g168440
LATSA3860_EIv1.0_0523390,Vfaba.Hedin2.R1.5g027280,MtrunA17_Chr7g0230151,Psat3g168320
LATSA3860_EIv1.0_0523480,Vfaba.Hedin2.R1.2g202160,MtrunA17_Chr3g0141841,Psat5g016000
LATSA3860_EIv1.0_0523600,Vfaba.Hedin2.R1.5g095280,MtrunA17_Chr7g0255121,Psat3g082760
LATSA3860_EIv1.0_0523630,Vfaba.Hedin2.R1.5g095160,MtrunA17_Chr7g0255081,Psat3g082920
LATSA3860_EIv1.0_0523660,Vfaba.Hedin2.R1.5g095080,MtrunA17_Chr7g0255061,Psat3g083040
LATSA3860_EIv1.0_0523700,Vfaba.Hedin2.R1.5g094960,MtrunA17_Chr7g0255031,Psat3g083200
LATSA3860_EIv1.0_0523780,Vfaba.Hedin2.R1.Ung032440,MtrunA17_Chr6g0459561,Psat1g085760
LATSA3860_EIv1.0_0523790,Vfaba.Hedin2.R1.1g118520,MtrunA17_Chr6g0459581,Psat1g085840
LATSA3860_EIv1.0_0524250,Vfaba.Hedin2.R1.2g033120,MtrunA17_Chr3g0094211,Psat5g164200
LATSA3860_EIv1.0_0524430,Vfaba.Hedin2.R1.6g174120,MtrunA17_Chr8g0387541,Psat7g029240
LATSA3860_EIv1.0_0524660,Vfaba.Hedin2.R1.4g153880,MtrunA17_Chr4g0058461,Psat4g060880
LATSA3860_EIv1.0_0525050,Vfaba.Hedin2.R1.1g200120,MtrunA17_Chr0c01g0489321,Psat2g096280
LATSA3860_EIv1.0_0525160,Vfaba.Hedin2.R1.4g128400,MtrunA17_Chr4g0053781,Psat4g083160
LATSA3860_EIv1.0_0525250,Vfaba.Hedin2.R1.4g128280,MtrunA17_Chr4g0053741,Psat4g083040
LATSA3860_EIv1.0_0525280,Vfaba.Hedin2.R1.1g441000,MtrunA17_Chr2g0291891,Psat1g169440
LATSA3860_EIv1.0_0525290,Vfaba.Hedin2.R1.1g441040,MtrunA17_Chr2g0291851,Psat1g169480
LATSA3860_EIv1.0_0525300,Vfaba.Hedin2.R1.1g441080,MtrunA17_Chr2g0291791,Psat1g169520
LATSA3860_EIv1.0_0525340,Vfaba.Hedin2.R1.2g118880,MtrunA17_Chr3g0124371,Psat5g089000
LATSA3860_EIv1.0_0525650,Vfaba.Hedin2.R1.1g489680,MtrunA17_Chr2g0278541,Psat1g218680
LATSA3860_EIv1.0_0525900,Vfaba.Hedin2.R1.2g244480,MtrunA17_Chr4g0009841,Psat7g235400
LATSA3860_EIv1.0_0526110,Vfaba.Hedin2.R1.2g143560,MtrunA17_Chr3g0129121,Psat5g067160
LATSA3860_EIv1.0_0526130,Vfaba.Hedin2.R1.2g143640,MtrunA17_Chr3g0129131,Psat5g065960
LATSA3860_EIv1.0_0526610,Vfaba.Hedin2.R1.5g004560,MtrunA17_Chr2g0333591,Psat5g304000
LATSA3860_EIv1.0_0526630,Vfaba.Hedin2.R1.5g004440,MtrunA17_Chr2g0333661,Psat5g303960
LATSA3860_EIv1.0_0526700,Vfaba.Hedin2.R1.5g057920,MtrunA17_Chr7g0244611,Psat3g120440
LATSA3860_EIv1.0_0526730,Vfaba.Hedin2.R1.5g058000,MtrunA17_Chr7g0244621,Psat3g120400
LATSA3860_EIv1.0_0527050,Vfaba.Hedin2.R1.6g090920,MtrunA17_Chr4g0052341,Psat7g089160
LATSA3860_EIv1.0_0527400,Vfaba.Hedin2.R1.4g177680,MtrunA17_Chr4g0064091,Psat0s3887g0080
LATSA3860_EIv1.0_0527410,Vfaba.Hedin2.R1.4g177640,MtrunA17_Chr4g0064081,Psat4g037960
LATSA3860_EIv1.0_0527440,Vfaba.Hedin2.R1.4g177560,MtrunA17_Chr4g0064061,Psat4g037880
LATSA3860_EIv1.0_0527470,Vfaba.Hedin2.R1.4g177520,MtrunA17_Chr4g0064051,Psat4g037120
LATSA3860_EIv1.0_0527480,Vfaba.Hedin2.R1.4g177480,MtrunA17_Chr4g0064041,Psat4g037160
LATSA3860_EIv1.0_0527500,Vfaba.Hedin2.R1.4g177400,MtrunA17_Chr4g0064021,Psat4g037280
LATSA3860_EIv1.0_0527540,Vfaba.Hedin2.R1.4g177280,MtrunA17_Chr4g0063951,Psat4g037320
LATSA3860_EIv1.0_0527650,Vfaba.Hedin2.R1.1g042600,MtrunA17_Chr2g0326241,Psat5g277520
LATSA3860_EIv1.0_0527870,Vfaba.Hedin2.R1.3g181320,MtrunA17_Chr1g0161941,Psat6g050520
LATSA3860_EIv1.0_0527910,Vfaba.Hedin2.R1.Ung054640,MtrunA17_Chr2g0308501,Psat6g049680
LATSA3860_EIv1.0_0527920,Vfaba.Hedin2.R1.Ung054680,MtrunA17_Chr1g0170691,Psat6g049640
LATSA3860_EIv1.0_0527980,Vfaba.Hedin2.R1.6g125840,MtrunA17_Chr4g0034221,Psat7g206760
LATSA3860_EIv1.0_0528190,Vfaba.Hedin2.R1.3g023760,MtrunA17_Chr1g0171931,Psat6g123240
LATSA3860_EIv1.0_0528470,Vfaba.Hedin2.R1.1g132240,MtrunA17_Chr6g0454541,Psat1g066680
LATSA3860_EIv1.0_0528810,Vfaba.Hedin2.R1.2g082040,MtrunA17_Chr3g0115081,Psat5g134400
LATSA3860_EIv1.0_0528820,Vfaba.Hedin2.R1.2g081960,MtrunA17_Chr3g0115071,Psat5g133600
LATSA3860_EIv1.0_0528830,Vfaba.Hedin2.R1.2g081920,MtrunA17_Chr3g0115061,Psat5g133640
LATSA3860_EIv1.0_0528990,Vfaba.Hedin2.R1.3g219440,MtrunA17_Chr1g0152291,Psat0s2637g0080
LATSA3860_EIv1.0_0529170,Vfaba.Hedin2.R1.Ung081440,MtrunA17_Chr2g0305201,Psat5g135960
LATSA3860_EIv1.0_0529220,Vfaba.Hedin2.R1.Ung050200,MtrunA17_Chr3g0115381,Psat5g135920
LATSA3860_EIv1.0_0529230,Vfaba.Hedin2.R1.2g083240,MtrunA17_Chr3g0115371,Psat5g135880
LATSA3860_EIv1.0_0529280,Vfaba.Hedin2.R1.3g089760,MtrunA17_Chr1g0192591,Psat0ss9276g0040
LATSA3860_EIv1.0_0529640,Vfaba.Hedin2.R1.1g050560,MtrunA17_Chr2g0323881,Psat5g270120
LATSA3860_EIv1.0_0529700,Vfaba.Hedin2.R1.Ung049920,MtrunA17_Chr3g0114841,Psat5g133360
LATSA3860_EIv1.0_0529760,Vfaba.Hedin2.R1.2g081440,MtrunA17_Chr3g0114851,Psat5g135200
LATSA3860_EIv1.0_0529840,Vfaba.Hedin2.R1.5g166720,MtrunA17_Chr7g0269971,Psat3g019800
LATSA3860_EIv1.0_0529870,Vfaba.Hedin2.R1.5g167040,MtrunA17_Chr7g0270031,Psat0s217g0040
LATSA3860_EIv1.0_0529900,Vfaba.Hedin2.R1.3g214560,MtrunA17_Chr1g0151581,Psat6g020600
LATSA3860_EIv1.0_0529920,Vfaba.Hedin2.R1.3g214680,MtrunA17_Chr1g0151611,Psat6g020720
LATSA3860_EIv1.0_0529930,Vfaba.Hedin2.R1.3g214720,MtrunA17_Chr1g0151621,Psat6g020760
LATSA3860_EIv1.0_0529940,Vfaba.Hedin2.R1.3g214840,MtrunA17_Chr1g0151631,Psat6g020800
LATSA3860_EIv1.0_0529950,Vfaba.Hedin2.R1.3g214960,MtrunA17_Chr1g0151641,Psat6g020840
LATSA3860_EIv1.0_0530060,Vfaba.Hedin2.R1.Ung007640,MtrunA17_Chr8g0340741,Psat4g197200
LATSA3860_EIv1.0_0530070,Vfaba.Hedin2.R1.Ung007560,MtrunA17_Chr8g0340731,Psat4g197240
LATSA3860_EIv1.0_0530080,Vfaba.Hedin2.R1.4g067520,MtrunA17_Chr8g0340721,Psat4g197320
LATSA3860_EIv1.0_0530090,Vfaba.Hedin2.R1.4g067560,MtrunA17_Chr8g0340711,Psat4g197400
LATSA3860_EIv1.0_0530100,Vfaba.Hedin2.R1.4g067600,MtrunA17_Chr8g0340691,Psat2g107800
LATSA3860_EIv1.0_0530140,Vfaba.Hedin2.R1.4g067680,MtrunA17_Chr1g0189461,Psat4g220960
LATSA3860_EIv1.0_0530180,Vfaba.Hedin2.R1.4g067800,MtrunA17_Chr8g0340641,Psat4g221040
LATSA3860_EIv1.0_0530340,Vfaba.Hedin2.R1.6g013920,MtrunA17_Chr4g0025231,Psat7g203720
LATSA3860_EIv1.0_0530350,Vfaba.Hedin2.R1.6g013880,MtrunA17_Chr4g0025241,Psat7g203760
LATSA3860_EIv1.0_0530690,Vfaba.Hedin2.R1.5g034080,MtrunA17_Chr7g0233321,Psat3g153240
LATSA3860_EIv1.0_0530720,Vfaba.Hedin2.R1.1g150400,MtrunA17_Chr6g0488561,Psat1g050360
LATSA3860_EIv1.0_0530740,Vfaba.Hedin2.R1.1g150360,MtrunA17_Chr6g0488581,Psat1g050840
LATSA3860_EIv1.0_0530990,Vfaba.Hedin2.R1.2g235320,MtrunA17_Chr4g0012841,Psat7g234840
LATSA3860_EIv1.0_0531180,Vfaba.Hedin2.R1.4g084720,MtrunA17_Chr8g0364521,Psat4g126480
LATSA3860_EIv1.0_0531320,Vfaba.Hedin2.R1.2g082680,MtrunA17_Chr3g0115201,Psat5g135600
LATSA3860_EIv1.0_0531360,Vfaba.Hedin2.R1.2g082720,MtrunA17_Chr3g0115191,Psat5g135520
LATSA3860_EIv1.0_0531390,Vfaba.Hedin2.R1.3g025800,MtrunA17_Chr1g0173451,Psat6g086440
LATSA3860_EIv1.0_0531450,Vfaba.Hedin2.R1.1g246040,MtrunA17_Chr5g0436521,Psat2g035600
LATSA3860_EIv1.0_0531780,Vfaba.Hedin2.R1.5g020880,MtrunA17_Chr7g0226281,Psat3g172880
LATSA3860_EIv1.0_0531790,Vfaba.Hedin2.R1.1g221880,MtrunA17_Chr5g0428811,Psat2g061760
LATSA3860_EIv1.0_0531920,Vfaba.Hedin2.R1.4g222760,MtrunA17_Chr4g0073281,Psat0s1163g0280
LATSA3860_EIv1.0_0532070,Vfaba.Hedin2.R1.2g141680,MtrunA17_Chr3g0128811,Psat5g069120
LATSA3860_EIv1.0_0532150,Vfaba.Hedin2.R1.6g098480,MtrunA17_Chr4g0050371,Psat7g099080
LATSA3860_EIv1.0_0532160,Vfaba.Hedin2.R1.6g098520,MtrunA17_Chr4g0050361,Psat7g099040
LATSA3860_EIv1.0_0532280,Vfaba.Hedin2.R1.1g263560,MtrunA17_Chr5g0441011,Psat0s2112g0080
LATSA3860_EIv1.0_0532510,Vfaba.Hedin2.R1.2g109840,MtrunA17_Chr3g0124741,Psat5g087080
LATSA3860_EIv1.0_0532650,Vfaba.Hedin2.R1.6g004960,MtrunA17_Chr4g0021061,Psat0s3988g0080
LATSA3860_EIv1.0_0532830,Vfaba.Hedin2.R1.1g309480,MtrunA17_Chr5g0414041,Psat2g109400
LATSA3860_EIv1.0_0532840,Vfaba.Hedin2.R1.6g043720,MtrunA17_Chr4g0043901,Psat7g129280
LATSA3860_EIv1.0_0533020,Vfaba.Hedin2.R1.2g216560,MtrunA17_Chr5g0422371,Psat5g007560
LATSA3860_EIv1.0_0533080,Vfaba.Hedin2.R1.5g109640,MtrunA17_Chr7g0257981,Psat3g071360
LATSA3860_EIv1.0_0533100,Vfaba.Hedin2.R1.5g109680,MtrunA17_Chr7g0257991,Psat0s1894g0080
LATSA3860_EIv1.0_0533140,Vfaba.Hedin2.R1.1g433280,MtrunA17_Chr2g0294131,Psat1g162160
LATSA3860_EIv1.0_0533190,Vfaba.Hedin2.R1.1g433120,MtrunA17_Chr8g0352911,Psat1g162280
LATSA3860_EIv1.0_0533260,Vfaba.Hedin2.R1.1g292560,MtrunA17_Chr5g0393681,Psat4g227960
LATSA3860_EIv1.0_0533390,Vfaba.Hedin2.R1.5g102520,MtrunA17_Chr7g0256641,Psat3g077120
LATSA3860_EIv1.0_0533510,Vfaba.Hedin2.R1.4g179960,MtrunA17_Chr4g0064601,Psat4g033760
LATSA3860_EIv1.0_0533540,Vfaba.Hedin2.R1.6g060360,MtrunA17_Chr4g0039661,Psat0s5800g0040
LATSA3860_EIv1.0_0533630,Vfaba.Hedin2.R1.6g060680,MtrunA17_Chr4g0039591,Psat7g171640
LATSA3860_EIv1.0_0533650,Vfaba.Hedin2.R1.6g060720,MtrunA17_Chr4g0039581,Psat7g171600
LATSA3860_EIv1.0_0533720,Vfaba.Hedin2.R1.1g204320,MtrunA17_Chr5g0412411,Psat2g082560
LATSA3860_EIv1.0_0534150,Vfaba.Hedin2.R1.3g122920,MtrunA17_Chr1g0200371,Psat6g186320
LATSA3860_EIv1.0_0534300,Vfaba.Hedin2.R1.2g084400,MtrunA17_Chr3g0115621,Psat5g137360
LATSA3860_EIv1.0_0534740,Vfaba.Hedin2.R1.2g221400,MtrunA17_Chr4g0018921,Psat7g159600
LATSA3860_EIv1.0_0535340,Vfaba.Hedin2.R1.6g018160,MtrunA17_Chr4g0025661,Psat7g186000
LATSA3860_EIv1.0_0535490,Vfaba.Hedin2.R1.2g084640,MtrunA17_Chr3g0115631,Psat5g137480
LATSA3860_EIv1.0_0535520,Vfaba.Hedin2.R1.4g047320,MtrunA17_Chr8g0347511,Psat4g158640
LATSA3860_EIv1.0_0535590,Vfaba.Hedin2.R1.3g116320,MtrunA17_Chr1g0198861,Psat6g181200
LATSA3860_EIv1.0_0535720,Vfaba.Hedin2.R1.1g263640,MtrunA17_Chr5g0441021,Psat2g021480
LATSA3860_EIv1.0_0536020,Vfaba.Hedin2.R1.1g404560,MtrunA17_Chr2g0301931,Psat1g137880
LATSA3860_EIv1.0_0536210,Vfaba.Hedin2.R1.4g120840,MtrunA17_Chr8g0373801,Psat4g090560
LATSA3860_EIv1.0_0536320,Vfaba.Hedin2.R1.2g205520,MtrunA17_Chr3g0142381,Psat5g014360
LATSA3860_EIv1.0_0536380,Vfaba.Hedin2.R1.3g098280,MtrunA17_Chr1g0194631,Psat6g161440
LATSA3860_EIv1.0_0536470,Vfaba.Hedin2.R1.2g217640,MtrunA17_Chr3g0144581,Psat5g007040
LATSA3860_EIv1.0_0536640,Vfaba.Hedin2.R1.2g157600,MtrunA17_Chr3g0131981,Psat5g052920
LATSA3860_EIv1.0_0536760,Vfaba.Hedin2.R1.4g176280,MtrunA17_Chr4g0063691,Psat4g038280
LATSA3860_EIv1.0_0536780,Vfaba.Hedin2.R1.4g176400,MtrunA17_Chr4g0063771,Psat4g039880
LATSA3860_EIv1.0_0536970,Vfaba.Hedin2.R1.3g138040,MtrunA17_Chr1g0203791,Psat6g200280
LATSA3860_EIv1.0_0536980,Vfaba.Hedin2.R1.3g138080,MtrunA17_Chr1g0203801,Psat6g200200
LATSA3860_EIv1.0_0536990,Vfaba.Hedin2.R1.3g138120,MtrunA17_Chr1g0203821,Psat6g200160
LATSA3860_EIv1.0_0537210,Vfaba.Hedin2.R1.5g111280,MtrunA17_Chr7g0258251,Psat3g069960
LATSA3860_EIv1.0_0537310,Vfaba.Hedin2.R1.5g154480,MtrunA17_Chr7g0267551,Psat3g028840
LATSA3860_EIv1.0_0537620,Vfaba.Hedin2.R1.5g007720,MtrunA17_Chr2g0331821,Psat5g298760
LATSA3860_EIv1.0_0537630,Vfaba.Hedin2.R1.5g007760,MtrunA17_Chr2g0331811,Psat5g298720
LATSA3860_EIv1.0_0537650,Vfaba.Hedin2.R1.5g007800,MtrunA17_Chr2g0331801,Psat5g298680
LATSA3860_EIv1.0_0537670,Vfaba.Hedin2.R1.5g007880,MtrunA17_Chr2g0331781,Psat5g298520
LATSA3860_EIv1.0_0537860,Vfaba.Hedin2.R1.4g115080,MtrunA17_Chr8g0372251,Psat4g098120
LATSA3860_EIv1.0_0538330,Vfaba.Hedin2.R1.3g088880,MtrunA17_Chr1g0192341,Psat6g151360
LATSA3860_EIv1.0_0538550,Vfaba.Hedin2.R1.Ung045280,MtrunA17_Chr1g0175321,Psat0s4417g0040
LATSA3860_EIv1.0_0538600,Vfaba.Hedin2.R1.4g080640,MtrunA17_Chr8g0363761,Psat4g129120
LATSA3860_EIv1.0_0539330,Vfaba.Hedin2.R1.3g071480,MtrunA17_Chr1g0187761,Psat6g116120
LATSA3860_EIv1.0_0539450,Vfaba.Hedin2.R1.5g120440,MtrunA17_Chr7g0260401,Psat3g061280
LATSA3860_EIv1.0_0539830,Vfaba.Hedin2.R1.2g099880,MtrunA17_Chr3g0120011,Psat5g108400
LATSA3860_EIv1.0_0540010,Vfaba.Hedin2.R1.3g097600,MtrunA17_Chr1g0194401,Psat6g160360
LATSA3860_EIv1.0_0540530,Vfaba.Hedin2.R1.1g181200,MtrunA17_Chr6g0453471,Psat1g071600
LATSA3860_EIv1.0_0540670,Vfaba.Hedin2.R1.3g030800,MtrunA17_Chr1g0175381,Psat6g129120
