orthogroup,grasspea,faba,medicago,pea,composition_label,nb_pair
OG0019752,LATSA3860_EIv1.0_0013550,,MtrunA17_Chr1g0212991,Psat6g238280,1034,3
OG0019772,LATSA3860_EIv1.0_0017950,,MtrunA17_Chr2g0285591,Psat1g191720,1034,3
OG0019775,LATSA3860_EIv1.0_0018610,,MtrunA17_Chr8g0352001,Psat4g148320,1034,3
OG0019780,LATSA3860_EIv1.0_0019050,,MtrunA17_Chr8g0383251,Psat7g050880,1034,3
OG0019792,LATSA3860_EIv1.0_0021600,,MtrunA17_Chr1g0192741,Psat6g152200,1034,3
OG0019828,LATSA3860_EIv1.0_0026960,,MtrunA17_Chr3g0124361,Psat5g089080,1034,3
OG0019833,LATSA3860_EIv1.0_0028440,,MtrunA17_Chr4g0065951,Psat4g032560,1034,3
OG0019857,LATSA3860_EIv1.0_0031130,,MtrunA17_Chr4g0024321,Psat7g153320,1034,3
OG0019864,LATSA3860_EIv1.0_0031750,,MtrunA17_Chr2g0287261,Psat1g184760,1034,3
OG0019866,LATSA3860_EIv1.0_0031780,,MtrunA17_Chr4g0044331,Psat7g127960,1034,3
OG0019879,LATSA3860_EIv1.0_0033610,,MtrunA17_Chr3g0115551,Psat5g137000,1034,3
OG0019891,LATSA3860_EIv1.0_0034700,,MtrunA17_Chr4g0050851,Psat7g097120,1034,3
OG0019892,LATSA3860_EIv1.0_0034760,,MtrunA17_Chr1g0166331,Psat6g103800,1034,3
OG0019896,LATSA3860_EIv1.0_0034850,,,Psat4g116760,1004,1
OG0019917,LATSA3860_EIv1.0_0037280,,MtrunA17_Chr2g0279771,Psat1g214240,1034,3
OG0019922,LATSA3860_EIv1.0_0038100,,MtrunA17_Chr8g0347761,Psat4g158480,1034,3
OG0019923,LATSA3860_EIv1.0_0038150,,MtrunA17_Chr2g0287981,Psat1g182960,1034,3
OG0019929,LATSA3860_EIv1.0_0038540,,,Psat7g177600,1004,1
OG0019956,LATSA3860_EIv1.0_0042640,,,Psat6g148600,1004,1
OG0019961,LATSA3860_EIv1.0_0043120,,MtrunA17_Chr1g0187961,Psat6g113040,1034,3
OG0019964,LATSA3860_EIv1.0_0043340,,MtrunA17_Chr8g0340131,Psat4g199440,1034,3
OG0019988,LATSA3860_EIv1.0_0047450,,MtrunA17_Chr3g0143741,Psat5g011840,1034,3
OG0019993,LATSA3860_EIv1.0_0047950,,MtrunA17_Chr5g0414491,Psat2g113200,1034,3
OG0020011,LATSA3860_EIv1.0_0050200,,,Psat5g296960,1004,1
OG0020019,LATSA3860_EIv1.0_0052730,,MtrunA17_Chr4g0072781,Psat0ss9363g0160,1034,3
OG0020034,LATSA3860_EIv1.0_0054700,,MtrunA17_Chr4g0035251,Psat7g183840,1034,3
OG0020053,LATSA3860_EIv1.0_0057030,,MtrunA17_Chr4g0041141,Psat7g165200,1034,3
OG0020063,LATSA3860_EIv1.0_0057910,,MtrunA17_Chr8g0376171,Psat7g082600,1034,3
OG0020090,LATSA3860_EIv1.0_0061830,,MtrunA17_Chr6g0483141,Psat1g033880,1034,3
OG0020092,LATSA3860_EIv1.0_0062450,,MtrunA17_Chr5g0423511,Psat2g095800,1034,3
OG0020113,LATSA3860_EIv1.0_0064450,,MtrunA17_Chr1g0209811,Psat6g224960,1034,3
OG0020122,LATSA3860_EIv1.0_0065640,,MtrunA17_Chr1g0184271,Psat6g057320,1034,3
OG0020147,LATSA3860_EIv1.0_0069050,,MtrunA17_Chr4g0029331,Psat7g224480,1034,3
OG0020148,LATSA3860_EIv1.0_0069110,,,Psat5g209320,1004,1
OG0020204,LATSA3860_EIv1.0_0078690,,MtrunA17_Chr5g0424151,Psat2g087720,1034,3
OG0020212,LATSA3860_EIv1.0_0080640,,,Psat1g222440,1004,1
OG0020213,LATSA3860_EIv1.0_0080670,,,Psat3g003480,1004,1
OG0020214,LATSA3860_EIv1.0_0080700,,MtrunA17_Chr4g0056451,Psat4g070880,1034,3
OG0020215,LATSA3860_EIv1.0_0080910,,MtrunA17_Chr7g0267181,Psat3g029800,1034,3
OG0020216,LATSA3860_EIv1.0_0081170,,MtrunA17_Chr8g0350821,Psat4g151440,1034,3
OG0020225,LATSA3860_EIv1.0_0082690,,MtrunA17_Chr5g0434121,Psat2g045480,1034,3
OG0020240,LATSA3860_EIv1.0_0085220,,,Psat1g156800,1004,1
OG0020245,LATSA3860_EIv1.0_0086060,,,Psat4g226920,1004,1
OG0020256,LATSA3860_EIv1.0_0088480,,MtrunA17_Chr1g0202031,Psat6g193360,1034,3
OG0020263,LATSA3860_EIv1.0_0088930,,MtrunA17_Chr2g0284551,Psat1g196760,1034,3
OG0020271,LATSA3860_EIv1.0_0090540,,MtrunA17_Chr3g0123561,Psat5g091640,1034,3
OG0020275,LATSA3860_EIv1.0_0092020,,MtrunA17_Chr5g0448251,Psat2g002480,1034,3
OG0020276,LATSA3860_EIv1.0_0092030,,,Psat2g002440,1004,1
OG0020286,LATSA3860_EIv1.0_0094280,,MtrunA17_Chr1g0201111,Psat6g189440,1034,3
OG0020288,LATSA3860_EIv1.0_0094790,,MtrunA17_Chr7g0239341,Psat3g137040,1034,3
OG0020297,LATSA3860_EIv1.0_0096650,,MtrunA17_Chr7g0246831,Psat3g112360,1034,3
OG0020303,LATSA3860_EIv1.0_0097630,,MtrunA17_Chr1g0195151,Psat6g163880,1034,3
OG0020313,LATSA3860_EIv1.0_0100590,,MtrunA17_Chr2g0333741,Psat5g304680,1034,3
OG0020318,LATSA3860_EIv1.0_0101790,,MtrunA17_Chr1g0189221,Psat6g051760,1034,3
OG0020352,LATSA3860_EIv1.0_0108550,,MtrunA17_Chr2g0323171,Psat5g267040,1034,3
OG0020354,LATSA3860_EIv1.0_0108640,,MtrunA17_Chr2g0286911,Psat1g185520,1034,3
OG0020367,LATSA3860_EIv1.0_0110240,,MtrunA17_Chr4g0051251,Psat7g094680,1034,3
OG0020374,LATSA3860_EIv1.0_0111990,,,Psat7g238200,1004,1
OG0020375,LATSA3860_EIv1.0_0112000,,MtrunA17_Chr6g0460501,Psat1g088120,1034,3
OG0020379,LATSA3860_EIv1.0_0113190,,MtrunA17_Chr4g0031221,Psat7g217600,1034,3
OG0020403,LATSA3860_EIv1.0_0118830,,MtrunA17_Chr8g0388681,Psat5g098280,1034,3
OG0020409,LATSA3860_EIv1.0_0119520,,MtrunA17_Chr4g0055981,Psat4g072840,1034,3
OG0020421,LATSA3860_EIv1.0_0120700,,,Psat7g231040,1004,1
OG0020430,LATSA3860_EIv1.0_0122280,,MtrunA17_Chr1g0184901,Psat6g058160,1034,3
OG0020440,LATSA3860_EIv1.0_0124850,,MtrunA17_Chr6g0484211,Psat1g036920,1034,3
OG0020455,LATSA3860_EIv1.0_0126440,,MtrunA17_Chr3g0127951,Psat5g071880,1034,3
OG0020456,LATSA3860_EIv1.0_0126890,,MtrunA17_Chr5g0437321,Psat2g031320,1034,3
OG0020468,LATSA3860_EIv1.0_0131050,,MtrunA17_Chr8g0367641,Psat4g116480,1034,3
OG0020489,LATSA3860_EIv1.0_0138130,,MtrunA17_Chr7g0228311,Psat3g161840,1034,3
OG0020496,LATSA3860_EIv1.0_0139110,,,Psat5g053560,1004,1
OG0020512,LATSA3860_EIv1.0_0141160,,MtrunA17_Chr1g0210951,Psat6g231800,1034,3
OG0020513,LATSA3860_EIv1.0_0141190,,MtrunA17_Chr3g0141631,Psat5g016880,1034,3
OG0020548,LATSA3860_EIv1.0_0148850,,MtrunA17_Chr1g0191721,Psat1g070040,1034,3
OG0020579,LATSA3860_EIv1.0_0155920,,MtrunA17_Chr1g0194301,Psat6g159880,1034,3
OG0020583,LATSA3860_EIv1.0_0156210,,,Psat3g051360,1004,1
OG0020590,LATSA3860_EIv1.0_0157960,,,Psat5g137520,1004,1
OG0020604,LATSA3860_EIv1.0_0160760,,MtrunA17_Chr2g0282441,Psat1g204280,1034,3
OG0020655,LATSA3860_EIv1.0_0172830,,MtrunA17_Chr8g0371121,Psat4g103040,1034,3
OG0020661,LATSA3860_EIv1.0_0173740,,MtrunA17_Chr1g0168301,Psat0s2898g0040,1034,3
OG0020662,LATSA3860_EIv1.0_0174170,,MtrunA17_Chr1g0162651,Psat6g097280,1034,3
OG0020673,LATSA3860_EIv1.0_0179630,,,Psat4g121120,1004,1
OG0020675,LATSA3860_EIv1.0_0179960,,MtrunA17_Chr2g0283891,Psat1g197880,1034,3
OG0020692,LATSA3860_EIv1.0_0184590,,MtrunA17_Chr8g0350741,Psat4g151840,1034,3
OG0020693,LATSA3860_EIv1.0_0184660,,MtrunA17_Chr1g0207181,Psat6g214760,1034,3
OG0020694,LATSA3860_EIv1.0_0185080,,MtrunA17_Chr2g0280531,Psat1g210880,1034,3
OG0020701,LATSA3860_EIv1.0_0186470,,MtrunA17_Chr7g0232051,Psat3g158080,1034,3
OG0020710,LATSA3860_EIv1.0_0188210,,MtrunA17_Chr1g0191971,Psat6g150680,1034,3
OG0020720,LATSA3860_EIv1.0_0191610,,MtrunA17_Chr3g0129671,Psat5g063640,1034,3
OG0020726,LATSA3860_EIv1.0_0193180,,,Psat4g166280,1004,1
OG0020763,LATSA3860_EIv1.0_0203550,,,Psat0s952g0040,1004,1
OG0020811,LATSA3860_EIv1.0_0218850,,MtrunA17_Chr7g0234391,Psat3g151120,1034,3
OG0020817,LATSA3860_EIv1.0_0221480,,MtrunA17_Chr4g0047381,Psat7g113560,1034,3
OG0020833,LATSA3860_EIv1.0_0225270,,MtrunA17_Chr7g0248721,Psat3g105240,1034,3
OG0020852,LATSA3860_EIv1.0_0233560,,MtrunA17_Chr4g0032261,Psat7g211320,1034,3
OG0020860,LATSA3860_EIv1.0_0238380,,MtrunA17_Chr7g0218771,Psat3g201440,1034,3
OG0020874,LATSA3860_EIv1.0_0242280,,MtrunA17_Chr1g0211791,Psat6g233080,1034,3
OG0020875,LATSA3860_EIv1.0_0242450,,,Psat0s3074g0040,1004,1
OG0020876,LATSA3860_EIv1.0_0242470,,MtrunA17_Chr8g0389241,Psat7g019800,1034,3
OG0020891,LATSA3860_EIv1.0_0247780,,MtrunA17_Chr3g0112131,Psat5g123280,1034,3
OG0020911,LATSA3860_EIv1.0_0257890,,MtrunA17_Chr7g0249021,Psat3g103360,1034,3
OG0020917,LATSA3860_EIv1.0_0259240,,MtrunA17_Chr4g0017851,Psat7g149840,1034,3
OG0020952,LATSA3860_EIv1.0_0276180,,MtrunA17_Chr8g0387601,Psat7g028800,1034,3
OG0020963,LATSA3860_EIv1.0_0281080,,MtrunA17_Chr3g0133621,Psat5g044240,1034,3
OG0020983,LATSA3860_EIv1.0_0292210,,MtrunA17_Chr3g0121381,Psat5g103120,1034,3
OG0020994,LATSA3860_EIv1.0_0296020,,MtrunA17_Chr2g0288861,Psat1g179040,1034,3
OG0021001,LATSA3860_EIv1.0_0299760,,,Psat7g203600,1004,1
OG0021027,LATSA3860_EIv1.0_0317180,,MtrunA17_Chr4g0034301,Psat7g205800,1034,3
OG0021033,LATSA3860_EIv1.0_0321640,,MtrunA17_Chr2g0284321,Psat1g197240,1034,3
OG0021042,LATSA3860_EIv1.0_0325070,,MtrunA17_Chr7g0223221,Psat3g181480,1034,3
OG0021073,LATSA3860_EIv1.0_0345950,,MtrunA17_Chr7g0225561,Psat3g169680,1034,3
OG0021083,LATSA3860_EIv1.0_0356260,,MtrunA17_Chr8g0376021,Psat7g084520,1034,3
OG0021099,LATSA3860_EIv1.0_0368050,,MtrunA17_Chr7g0227861,Psat3g172360,1034,3
OG0021104,LATSA3860_EIv1.0_0371080,,MtrunA17_Chr6g0482051,Psat1g031800,1034,3
OG0021108,LATSA3860_EIv1.0_0373860,,MtrunA17_Chr2g0280491,Psat1g210960,1034,3
OG0021115,LATSA3860_EIv1.0_0382230,,MtrunA17_Chr4g0052911,Psat7g087160,1034,3
OG0021129,LATSA3860_EIv1.0_0391960,,MtrunA17_Chr1g0170531,Psat6g049920,1034,3
OG0021137,LATSA3860_EIv1.0_0400950,,MtrunA17_Chr5g0427311,Psat2g066000,1034,3
OG0021141,LATSA3860_EIv1.0_0408330,,MtrunA17_Chr4g0037311,Psat7g172960,1034,3
OG0021203,LATSA3860_EIv1.0_0469020,,MtrunA17_Chr7g0236071,Psat3g147320,1034,3
OG0021204,LATSA3860_EIv1.0_0469050,,MtrunA17_Chr7g0237101,Psat3g145520,1034,3
OG0021212,LATSA3860_EIv1.0_0475620,,MtrunA17_Chr8g0364311,Psat4g126760,1034,3
OG0021271,LATSA3860_EIv1.0_0534770,,MtrunA17_Chr3g0141491,Psat0s3731g0080,1034,3
OG0021277,LATSA3860_EIv1.0_0543720,,,Psat5g294720,1004,1
OG0021281,LATSA3860_EIv1.0_0554660,,MtrunA17_Chr1g0201801,Psat6g192600,1034,3
OG0021285,LATSA3860_EIv1.0_0560890,,MtrunA17_Chr2g0331871,Psat5g298880,1034,3
OG0021295,LATSA3860_EIv1.0_0584800,,,Psat7g182080,1004,1
OG0021305,LATSA3860_EIv1.0_0597920,,,Psat1g201000,1004,1
OG0021345,LATSA3860_EIv1.0_0038580,,MtrunA17_Chr7g0231891,Psat3g157120,1034,3
OG0021352,LATSA3860_EIv1.0_0044280,,MtrunA17_Chr8g0348161,Psat4g157920,1034,3
OG0021361,LATSA3860_EIv1.0_0060980,,MtrunA17_Chr2g0295651,Psat1g155520,1034,3
OG0021376,LATSA3860_EIv1.0_0088300,,,Psat0s791g0040,1004,1
OG0021378,LATSA3860_EIv1.0_0091890,,MtrunA17_Chr4g0026171,Psat7g142160,1034,3
OG0021387,LATSA3860_EIv1.0_0125300,,MtrunA17_Chr6g0459051,Psat1g084600,1034,3
OG0021393,LATSA3860_EIv1.0_0129160,,MtrunA17_Chr3g0116791,Psat5g116640,1034,3
OG0021396,LATSA3860_EIv1.0_0132130,,MtrunA17_Chr7g0253661,Psat3g087960,1034,3
OG0021977,LATSA3860_EIv1.0_0439810,,,Psat5g161120,1004,1
OG0021980,LATSA3860_EIv1.0_0538940,,MtrunA17_Chr1g0205071,Psat6g205680,1034,3
OG0021986,LATSA3860_EIv1.0_0093340,,MtrunA17_Chr6g0467751,Psat4g011800,1034,3
OG0021991,LATSA3860_EIv1.0_0130280,,,Psat2g177240,1004,1
OG0021994,LATSA3860_EIv1.0_0147850,,MtrunA17_Chr3g0118611,Psat0s1748g0080,1034,3
OG0022003,LATSA3860_EIv1.0_0247420,,,Psat2g017800,1004,1
OG0022006,LATSA3860_EIv1.0_0267260,,MtrunA17_Chr3g0138651,Psat0s3238g0040,1034,3
OG0022011,LATSA3860_EIv1.0_0312360,,MtrunA17_Chr4g0068061,Psat4g023160,1034,3
OG0022014,LATSA3860_EIv1.0_0329610,,MtrunA17_Chr8g0375541,Psat7g085440,1034,3
OG0022028,LATSA3860_EIv1.0_0462190,,MtrunA17_Chr4g0054851,Psat4g078560,1034,3
OG0022039,LATSA3860_EIv1.0_0512680,,MtrunA17_Chr8g0367351,Psat6g004560,1034,3
OG0022063,LATSA3860_EIv1.0_0610350,,MtrunA17_Chr2g0283121,Psat1g201280,1034,3
OG0022076,LATSA3860_EIv1.0_0015010,,MtrunA17_Chr5g0447531,Psat2g004560,1034,3
OG0022085,LATSA3860_EIv1.0_0042030,,MtrunA17_Chr2g0310501,Psat1g014280,1034,3
OG0022091,LATSA3860_EIv1.0_0052050,,MtrunA17_Chr6g0453041,Psat1g074120,1034,3
OG0022094,LATSA3860_EIv1.0_0060370,,MtrunA17_Chr4g0071001,Psat7g044080,1034,3
OG0022095,LATSA3860_EIv1.0_0068170,,MtrunA17_Chr1g0157771,Psat6g035800,1034,3
OG0022112,LATSA3860_EIv1.0_0099420,,MtrunA17_Chr2g0315571,Psat5g237240,1034,3
OG0022122,LATSA3860_EIv1.0_0124040,,,Psat0s5999g0040,1004,1
OG0022134,LATSA3860_EIv1.0_0157580,,MtrunA17_Chr4g0032221,Psat7g211880,1034,3
OG0022135,LATSA3860_EIv1.0_0157590,,MtrunA17_Chr4g0032201,Psat7g211160,1034,3
OG0022141,LATSA3860_EIv1.0_0167340,,MtrunA17_Chr7g0271081,Psat3g015560,1034,3
OG0022144,LATSA3860_EIv1.0_0177180,,,Psat6g182800,1004,1
OG0022155,LATSA3860_EIv1.0_0189380,,MtrunA17_Chr2g0292401,Psat1g167720,1034,3
OG0022165,LATSA3860_EIv1.0_0230640,,MtrunA17_Chr2g0278751,Psat0s1206g0080,1034,3
OG0022180,LATSA3860_EIv1.0_0257760,,,Psat3g193400,1004,1
OG0022182,LATSA3860_EIv1.0_0259950,,MtrunA17_Chr5g0401481,Psat2g170120,1034,3
OG0022199,LATSA3860_EIv1.0_0278670,,MtrunA17_Chr2g0305591,Psat1g023640,1034,3
OG0022220,LATSA3860_EIv1.0_0315830,,MtrunA17_Chr5g0433481,Psat2g044120,1034,3
OG0022223,LATSA3860_EIv1.0_0317780,,MtrunA17_Chr3g0132471,Psat5g050120,1034,3
OG0022231,LATSA3860_EIv1.0_0325340,,MtrunA17_Chr3g0130321,Psat5g061520,1034,3
OG0022236,LATSA3860_EIv1.0_0334990,,MtrunA17_Chr1g0158931,Psat6g038560,1034,3
OG0022256,LATSA3860_EIv1.0_0355880,,MtrunA17_Chr3g0134871,Psat5g038880,1034,3
OG0022257,LATSA3860_EIv1.0_0355890,,MtrunA17_Chr3g0134881,Psat5g038040,1034,3
OG0022264,LATSA3860_EIv1.0_0360840,,MtrunA17_Chr5g0399191,Psat2g177560,1034,3
OG0022267,LATSA3860_EIv1.0_0365030,,MtrunA17_Chr6g0487381,Psat1g048640,1034,3
OG0022268,LATSA3860_EIv1.0_0365050,,MtrunA17_Chr6g0487371,Psat1g048600,1034,3
OG0022269,LATSA3860_EIv1.0_0368080,,,Psat1g012360,1004,1
OG0022291,LATSA3860_EIv1.0_0397760,,,Psat2g183560,1004,1
OG0022292,LATSA3860_EIv1.0_0397860,,MtrunA17_Chr5g0397271,Psat2g183000,1034,3
OG0022317,LATSA3860_EIv1.0_0413460,,MtrunA17_Chr7g0275141,Psat3g005400,1034,3
OG0022324,LATSA3860_EIv1.0_0422440,,MtrunA17_Chr6g0454701,Psat1g068840,1034,3
OG0022325,LATSA3860_EIv1.0_0423140,,MtrunA17_Chr5g0410661,Psat2g139000,1034,3
OG0022352,LATSA3860_EIv1.0_0452580,,MtrunA17_Chr7g0217141,Psat3g196840,1034,3
OG0022360,LATSA3860_EIv1.0_0469680,,,Psat6g099160,1004,1
OG0022375,LATSA3860_EIv1.0_0490080,,,Psat5g113320,1004,1
OG0022383,LATSA3860_EIv1.0_0507030,,MtrunA17_Chr3g0134581,Psat5g038360,1034,3
OG0022387,LATSA3860_EIv1.0_0511680,,MtrunA17_Chr2g0329031,Psat5g288200,1034,3
OG0022391,LATSA3860_EIv1.0_0513820,,MtrunA17_Chr6g0484441,Psat1g037400,1034,3
OG0022393,LATSA3860_EIv1.0_0518150,,MtrunA17_Chr8g0343841,Psat4g182400,1034,3
OG0022398,LATSA3860_EIv1.0_0521910,,MtrunA17_Chr5g0401651,Psat2g169360,1034,3
OG0022405,LATSA3860_EIv1.0_0530450,,,Psat6g108640,1004,1
OG0022414,LATSA3860_EIv1.0_0538050,,MtrunA17_Chr2g0301721,Psat1g138520,1034,3
OG0022416,LATSA3860_EIv1.0_0539580,,,Psat2g131000,1004,1
OG0022419,LATSA3860_EIv1.0_0543020,,MtrunA17_Chr7g0269341,Psat3g022120,1034,3
OG0022425,LATSA3860_EIv1.0_0548630,,,Psat4g095600,1004,1
OG0022434,LATSA3860_EIv1.0_0557220,,MtrunA17_Chr5g0396241,Psat2g186720,1034,3
OG0022438,LATSA3860_EIv1.0_0560250,,MtrunA17_Chr1g0207551,Psat6g216200,1034,3
OG0022445,LATSA3860_EIv1.0_0569250,,MtrunA17_Chr7g0263831,Psat3g043880,1034,3
OG0022446,LATSA3860_EIv1.0_0569260,,MtrunA17_Chr7g0263871,Psat0s1011g0080,1034,3
OG0022447,LATSA3860_EIv1.0_0569280,,MtrunA17_Chr7g0263811,Psat3g044160,1034,3
OG0022451,LATSA3860_EIv1.0_0571960,,MtrunA17_Chr7g0256881,Psat1g119200,1034,3
OG0022459,LATSA3860_EIv1.0_0579010,,MtrunA17_Chr4g0053811,Psat0s1453g0080,1034,3
OG0022462,LATSA3860_EIv1.0_0585200,,MtrunA17_Chr8g0373641,Psat4g091080,1034,3
OG0022478,LATSA3860_EIv1.0_0595650,,MtrunA17_Chr5g0396661,Psat2g185280,1034,3
OG0022484,LATSA3860_EIv1.0_0600460,,,Psat5g121480,1004,1
OG0022487,LATSA3860_EIv1.0_0602480,,MtrunA17_Chr8g0386231,Psat7g036680,1034,3
OG0022494,LATSA3860_EIv1.0_0605430,,MtrunA17_Chr4g0033921,Psat7g207840,1034,3
OG0022507,LATSA3860_EIv1.0_0620800,,MtrunA17_Chr1g0150531,Psat6g023560,1034,3
OG0022523,LATSA3860_EIv1.0_0634430,,MtrunA17_Chr7g0254601,Psat3g084280,1034,3
OG0022532,LATSA3860_EIv1.0_0005240,,MtrunA17_Chr5g0448111,Psat1g092160,1034,3
OG0022535,LATSA3860_EIv1.0_0008480,,MtrunA17_Chr8g0347301,Psat4g160200,1034,3
OG0022539,LATSA3860_EIv1.0_0012840,,MtrunA17_Chr3g0120401,Psat5g106200,1034,3
OG0022540,LATSA3860_EIv1.0_0014550,,MtrunA17_Chr1g0182791,Psat6g064800,1034,3
OG0022556,LATSA3860_EIv1.0_0025920,,MtrunA17_Chr2g0290251,Psat1g178480,1034,3
OG0022567,LATSA3860_EIv1.0_0036010,,MtrunA17_Chr3g0126261,Psat5g080600,1034,3
OG0022570,LATSA3860_EIv1.0_0038450,,,Psat5g042880,1004,1
OG0022576,LATSA3860_EIv1.0_0042470,,MtrunA17_Chr3g0118181,Psat5g113600,1034,3
OG0022592,LATSA3860_EIv1.0_0053130,,,Psat5g156520,1004,1
OG0022595,LATSA3860_EIv1.0_0055020,,MtrunA17_Chr5g0425231,Psat0s3920g0040,1034,3
OG0022609,LATSA3860_EIv1.0_0061470,,MtrunA17_Chr8g0334441,Psat6g005160,1034,3
OG0022611,LATSA3860_EIv1.0_0061890,,,Psat0s786g0040,1004,1
OG0022612,LATSA3860_EIv1.0_0061990,,MtrunA17_Chr7g0276591,Psat6g168280,1034,3
OG0022613,LATSA3860_EIv1.0_0062210,,MtrunA17_Chr2g0287871,Psat1g182440,1034,3
OG0022621,LATSA3860_EIv1.0_0066310,,MtrunA17_Chr8g0377461,Psat7g077120,1034,3
OG0022628,LATSA3860_EIv1.0_0069350,,MtrunA17_Chr1g0210481,Psat6g238400,1034,3
OG0022647,LATSA3860_EIv1.0_0080000,,MtrunA17_Chr6g0461061,Psat1g090680,1034,3
OG0022650,LATSA3860_EIv1.0_0081070,,MtrunA17_Chr8g0360521,Psat4g175360,1034,3
OG0022662,LATSA3860_EIv1.0_0089600,,MtrunA17_Chr4g0034211,Psat7g206800,1034,3
OG0022665,LATSA3860_EIv1.0_0092690,,MtrunA17_Chr2g0318971,Psat5g248600,1034,3
OG0022680,LATSA3860_EIv1.0_0098780,,MtrunA17_Chr4g0049991,Psat7g100680,1034,3
OG0022683,LATSA3860_EIv1.0_0101240,,MtrunA17_Chr4g0058781,Psat4g058960,1034,3
OG0022688,LATSA3860_EIv1.0_0105150,,MtrunA17_Chr6g0451831,Psat1g078440,1034,3
OG0022691,LATSA3860_EIv1.0_0105830,,MtrunA17_Chr7g0217631,Psat3g200320,1034,3
OG0022694,LATSA3860_EIv1.0_0106530,,MtrunA17_Chr4g0032271,Psat7g211520,1034,3
OG0022703,LATSA3860_EIv1.0_0114380,,MtrunA17_Chr1g0156891,Psat6g002160,1034,3
OG0022714,LATSA3860_EIv1.0_0120100,,MtrunA17_Chr3g0136391,Psat7g167760,1034,3
OG0022721,LATSA3860_EIv1.0_0123320,,MtrunA17_Chr6g0484481,Psat1g037520,1034,3
OG0022724,LATSA3860_EIv1.0_0130630,,MtrunA17_Chr4g0059301,Psat4g057240,1034,3
OG0022728,LATSA3860_EIv1.0_0131680,,MtrunA17_Chr8g0390391,Psat7g015280,1034,3
OG0022746,LATSA3860_EIv1.0_0141060,,MtrunA17_Chr4g0048001,Psat7g111200,1034,3
OG0022752,LATSA3860_EIv1.0_0142730,,,Psat7g258600,1004,1
OG0022757,LATSA3860_EIv1.0_0144420,,MtrunA17_Chr2g0316931,Psat0ss4650g0040,1034,3
OG0022768,LATSA3860_EIv1.0_0150350,,MtrunA17_Chr4g0061771,Psat4g045720,1034,3
OG0022770,LATSA3860_EIv1.0_0151280,,MtrunA17_Chr4g0014421,Psat7g226080,1034,3
OG0022771,LATSA3860_EIv1.0_0152250,,,Psat4g017320,1004,1
OG0022773,LATSA3860_EIv1.0_0153100,,MtrunA17_Chr7g0266271,Psat3g033400,1034,3
OG0022777,LATSA3860_EIv1.0_0154230,,MtrunA17_Chr1g0152481,Psat6g018200,1034,3
OG0022783,LATSA3860_EIv1.0_0158670,,MtrunA17_Chr6g0461591,Psat1g108040,1034,3
OG0022793,LATSA3860_EIv1.0_0163920,,MtrunA17_Chr6g0486411,Psat0s3741g0040,1034,3
OG0022794,LATSA3860_EIv1.0_0164010,,MtrunA17_Chr6g0488741,Psat1g051120,1034,3
OG0022805,LATSA3860_EIv1.0_0168820,,MtrunA17_Chr3g0130811,Psat5g059000,1034,3
OG0022806,LATSA3860_EIv1.0_0169070,,MtrunA17_Chr3g0144021,Psat5g009440,1034,3
OG0022808,LATSA3860_EIv1.0_0170190,,MtrunA17_Chr1g0195101,Psat6g163600,1034,3
OG0022827,LATSA3860_EIv1.0_0180800,,MtrunA17_Chr4g0056211,Psat4g071800,1034,3
OG0022830,LATSA3860_EIv1.0_0181290,,MtrunA17_Chr2g0333051,Psat5g302120,1034,3
OG0022833,LATSA3860_EIv1.0_0182410,,,Psat4g118120,1004,1
OG0022843,LATSA3860_EIv1.0_0189920,,MtrunA17_Chr3g0078011,Psat5g232240,1034,3
OG0022853,LATSA3860_EIv1.0_0195660,,MtrunA17_Chr7g0264541,Psat0s2933g0080,1034,3
OG0022860,LATSA3860_EIv1.0_0197800,,MtrunA17_Chr7g0263161,Psat3g048200,1034,3
OG0022866,LATSA3860_EIv1.0_0201690,,MtrunA17_Chr1g0150771,Psat6g023720,1034,3
OG0022871,LATSA3860_EIv1.0_0202840,,MtrunA17_Chr6g0454091,Psat1g070120,1034,3
OG0022872,LATSA3860_EIv1.0_0203860,,MtrunA17_Chr5g0409061,Psat2g143360,1034,3
OG0022875,LATSA3860_EIv1.0_0205570,,MtrunA17_Chr5g0401821,Psat0s1867g0040,1034,3
OG0022884,LATSA3860_EIv1.0_0209720,,MtrunA17_Chr7g0218621,Psat3g200920,1034,3
OG0022886,LATSA3860_EIv1.0_0211010,,MtrunA17_Chr7g0233511,Psat3g152880,1034,3
OG0022887,LATSA3860_EIv1.0_0211610,,,Psat6g197840,1004,1
OG0022892,LATSA3860_EIv1.0_0212460,,MtrunA17_Chr1g0207701,Psat6g216680,1034,3
OG0022898,LATSA3860_EIv1.0_0216020,,,Psat1g143440,1004,1
OG0022902,LATSA3860_EIv1.0_0218340,,MtrunA17_Chr4g0071331,Psat4g014640,1034,3
OG0022904,LATSA3860_EIv1.0_0218440,,MtrunA17_Chr4g0071231,Psat4g015120,1034,3
OG0022911,LATSA3860_EIv1.0_0221990,,,Psat7g256040,1004,1
OG0022923,LATSA3860_EIv1.0_0226050,,MtrunA17_Chr1g0212591,Psat6g236440,1034,3
OG0022927,LATSA3860_EIv1.0_0227310,,MtrunA17_Chr3g0125811,Psat5g081720,1034,3
OG0022950,LATSA3860_EIv1.0_0235180,,MtrunA17_Chr7g0268621,Psat3g024720,1034,3
OG0022951,LATSA3860_EIv1.0_0236200,,,Psat6g233000,1004,1
